"nbhd_atl_id","nbhd_name","parcels","avgprice","medianprice"
"10","Niskey Cove","4","346875","343750"
"100","Cross Creek","120","245878","225000"
"101","Castlewood","23","1211612","1100000"
"102","Argonne Forest","21","1535357","1215000"
"103","Wyngate","16","1780670","1534363.5"
"104","Peachtree Battle Alliance","50","1789699","1425000"
"105","Memorial Park","12","1078244","960437.5"
"106","Wildwood (NPU-C)","27","901148","840000"
"107","Collier Hills North","12","697396","720000"
"108","Beecher Hills","32","221339","194875"
"109","Westwood Terrace","36","232451","201500"
"11","Oakcliff","11","141003","158000"
"110","Harris Chiles","2","21000","21000"
"112","Mozley Park","111","274571","265000"
"113","Washington Park","66","192418","170000"
"114","Knight Park/Howell Station","29","480007","440000"
"115","Vine City","111","187596","145000"
"116","Pittsburgh","306","180881","149995"
"117","Peoplestown","75","371754","322000"
"118","Summerhill","113","475549","450000"
"119","Castleberry Hill","88","340201","292550"
"12","Just Us","7","329900","380000"
"120","Sweet Auburn","6","439133","396950"
"121","Marietta Street Artery","5","1973111","1850000"
"122","Sherwood Forest","9","1329336","1381050"
"123","Loring Heights","39","679678","591600"
"124","Brookwood Hills","43","1001608","952500"
"125","Old Gordon","6","75667","21000"
"126","Mays","1","24000","24000"
"127","Harvel Homes Community","5","179500","99000"
"128","Penelope Neighbors","15","242840","225000"
"129","Dixie Hills","134","141479","129000"
"13","Bush Mountain","26","208610","217450"
"130","Grove Park","245","173943","154000"
"131","Fairburn Heights","44","139664","126500"
"132","Adamsville","69","124560","110000"
"133","Fairburn Road/Wisteria Lane","5","141400","141000"
"134","Ridgecrest Forest","10","166540","166850"
"135","Wildwood (NPU-H)","15","149481","174420"
"136","Boulder Park","10","137731","145750"
"137","Westhaven","14","238533","224575"
"138","Harland Terrace","28","69963","48500"
"139","Peyton Forest","21","264343","248000"
"14","Briar Glen","9","196733","200000"
"140","East Ardley Road","9","238000","220000"
"141","West Manor","7","214586","161000"
"142","Audobon Forest West","19","188197","190000"
"143","Audobon Forest","16","285744","293500"
"144","Cascade Heights","22","223273","220000"
"145","Westview","148","302994","305500"
"146","West End","112","323055","331750"
"147","Ashview Heights","94","216519","212500"
"148","Atlanta University Center","24","246158","255000"
"149","Hunter Hills","142","179778","154129"
"15","Fairburn","15","134956","125000"
"150","Historic Westin Heights/Bankhead","64","211127","137750"
"151","English Avenue","178","329875","254400"
"152","Adair Park","58","302672","267500"
"153","Mechanicsville","88","219509","190250"
"155","Grant Park","317","509547","491000"
"156","Hammond Park","58","141795","132500"
"157","Capitol View","85","333331","265000"
"158","High Point","3","323667","331000"
"159","Joyland","46","106409","102000"
"160","Betmar LaVilla","32","168481","164400"
"164","Venetian Hills","183","207410","200000"
"165","Pomona Park","8","251279","240000"
"167","Greenbriar","9","196600","149900"
"168","Laurens Valley","7","206993","203400"
"169","Heritage Valley","17","205991","230000"
"17","Brandon","29","1484885","1400000"
"170","Ben Hill Acres","4","129850","127500"
"171","Rue Royal","6","230285","165250"
"172","Ben Hill Pines","11","117492","119000"
"173","Ben Hill Forest","1","200000","200000"
"174","Deerwood","11","199364","219900"
"175","Wildwood Forest","10","166707","187200"
"176","Fairway Acres","13","135262","120000"
"177","Greenbriar Village","6","130333","131000"
"179","Kings Forest","13","372153","240000"
"18","Poncey-Highland","54","647775","673750"
"180","Whittier Mill Village","15","408530","445000"
"181","Hills Park","35","489740","497500"
"182","Bolton Hills","14","190357","180000"
"183","Carver Hills","31","193431","176000"
"184","Almond Park","42","197048","161876"
"185","Browns Mill Park","48","161350","151050"
"186","Swallow Circle/Baywood","28","179874","152500"
"187","Polar Rock","48","155873","145812.5"
"188","Sylvan Hills","179","208018","200000"
"189","Capitol View Manor","21","253030","270000"
"19","Inman Park","95","701202","565000"
"191","West Lake","63","176451","165000"
"192","Lakewood Heights","159","180476","150000"
"193","South Atlanta","90","171859","145258"
"194","Collier Heights","130","207335","180000"
"195","Ivan Hill","3","230833","282500"
"196","Chalet Woods","7","317237","375500"
"197","Florida Heights","74","160314","147500"
"198","Green Acres Valley","6","249500","212500"
"199","Green Forest Acres","9","184022","222000"
"20","Candler Park","110","510885","459500"
"200","Magnum Manor","14","241514","246000"
"201","Old Fourth Ward","435","442639","339000"
"202","Downtown","395","276204","253000"
"203","Georgia Tech","3","773952","85000"
"204","Home Park","88","489129","502500"
"205","Midtown","1029","452631","330000"
"206","Ansley Park","107","1045351","735000"
"207","Brookwood","28","292505","201500"
"208","Ardmore","76","501923","538000"
"209","Hanover West","8","1063259","875000"
"21","Edgewood","270","453284","436000"
"210","Fairburn Mays","9","164318","160000"
"213","Wesley Battle","13","1533760","1500000"
"214","Virginia Highland","245","685783","655000"
"215","North Buckhead","378","755511","579300"
"216","Lake Claire","108","646674","624000"
"217","Kirkwood","285","512999","505000"
"218","Mt. Paran/Northside","34","2111819","1730500"
"219","East Chastain Park","84","758878","511066"
"22","Custer/McDonough/Guice","29","216928","210000"
"220","Pine Hills","250","472173","312000"
"221","Paces","51","1303499","1280000"
"222","Atlanta Industrial Park","1","225000","225000"
"224","Carroll Heights","82","127756","116500"
"225","Brookhaven","95","1645673","1550000"
"226","Druid Hills","79","807396","629500"
"228","English Park","8","187950","199500"
"229","Bakers Ferry","10","130850","116000"
"23","Thomasville Heights","41","142497","125000"
"230","Oakland","8","171125","130000"
"231","Atlantic Station","97","386168","347000"
"232","Carey Park","25","311614","184900"
"234","Horseshoe Community","2","375000","375000"
"237","Buckhead Heights","61","327104","308000"
"238","Arlington Estates","23","163124","165000"
"239","Midwest Cascade","20","282690","287000"
"24","Norwood Manor","18","176077","185000"
"240","Chastain Park","67","1613630","1350000"
"241","Mt. Paran Parkway","3","1041667","900000"
"242","Old Fairburn Village","1","116500","116500"
"244","East Lake","160","478072","491450"
"245","Perkerson","39","148717","141000"
"246","Glenrose Heights","56","140122","134000"
"247","Edmund Park","14","878768","850450"
"248","Morningside/Lenox Park","301","971335","853500"
"249","East Atlanta","299","464525","450000"
"25","South River Gardens","32","213826","140129"
"250","Huntington","1","258000","258000"
"2561","Peyton Heights","7","329143","287000"
"26","Blair Villa/Poole Creek","20","145855","147500"
"27","Rosedale Heights","12","127287","131750"
"28","Lakewood","57","163608","140000"
"29","Ridgedale Park","82","536457","440500"
"30","Lindbergh/Morosgo","97","323187","249000"
"31","South Tuxedo Park","34","1332179","940000"
"32","Buckhead Village","104","483673","271250"
"33","Lindridge/Martin Manor","73","445358","440000"
"34","Atkins Park","17","675847","780000"
"35","Piedmont Heights","65","720571","636000"
"36","Whitewater Creek","14","1321000","1175000"
"37","West Paces Ferry/Northside","43","1246788","1058000"
"3842","Baker Hills at Campbellton","21","187033","171000"
"3843","Bonnybrook Estates","17","660397","167000"
"3844","Continental Colony","12","227333","253250"
"39","Ridgewood Heights","30","737504","593550"
"40","Fernleaf","9","675333","530000"
"41","Westminster/Milmar","9","1655269","1410000"
"42","Arden/Habersham","17","2253861","2150000"
"43","Woodfield","8","1131738","1099450"
"44","Springlake","56","966066","992500"
"45","Channing Valley","18","768086","635750"
"46","Collier Hills","41","781371","752550"
"47","Colonial Homes","8","382238","362500"
"48","Cabbagetown","30","497213","478750"
"49","Reynoldstown","157","522382","492000"
"51","Ormewood Park","217","501507","457300"
"52","Woodland Hills","23","411722","393500"
"53","Benteen Park","29","312124","290000"
"54","Boulevard Heights","33","364740","325000"
"55","Rebel Valley Forest","43","120687","105000"
"56","Leila Valley","34","88557","77500"
"57","Chosewood Park","49","410777","240000"
"58","Cascade Avenue/Road","97","239358","211000"
"59","Oakland City","232","243658","214750"
"60","Campbellton Road","5","129660","77400"
"61","Southwest","39","175233","160000"
"62","Adams Park","49","293416","284500"
"63","Mellwood","5","252400","150000"
"64","Tampa Park","1","124000","124000"
"65","Brentwood","4","166875","151250"
"66","Lake Estates","1","146000","146000"
"67","Butner/Tell","1","153900","153900"
"68","Elmco Estates","17","151601","135000"
"69","Sandlewood Estates","5","226039","225000"
"7","Peachtree Heights East","31","672641","600000"
"72","Berkeley Park","28","418866","425500"
"73","Underwood Hills","128","425505","440103"
"74","Riverside","104","419884","385000"
"75","Bolton","67","414254","460000"
"76","Blandtown","92","539434","470882.5"
"77","Lincoln Homes","25","169192","165000"
"78","Scotts Crossing","14","193881","143500"
"79","West Highlands","3","323208","431500"
"8","Mt. Gilead Woods","7","236851","240100"
"80","Rockdale","3","502500","525000"
"81","Monroe Heights","31","232460","297339"
"83","Center Hill","159","166169","136700"
"85","Wisteria Gardens","13","178015","160000"
"86","Baker Hills","35","183729","160000"
"87","Wilson Mill Meadows","27","162856","167214"
"88","Orchard Knob","26","161106","148258"
"89","Lenox","1","1000000","1000000"
"9","Meadowbrook Forest","6","143333","145000"
"90","Peachtree Park","59","945656","795000"
"91","Buckhead Forest","88","488563","440000"
"92","Peachtree Heights West","205","789687","315000"
"93","Garden Hills","189","711214","650000"
"94","Peachtree Hills","145","633583","582500"
"95","Randall Mill","15","1281633","1175000"
"96","Kingswood","9","1473278","1627000"
"97","Tuxedo Park","22","1586803","1202500"
"98","Margaret Mitchell","26","770925","695000"
"99","Westover Plantation","47","310168","310000"
